LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL,,
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Essay Reading Score - New,1747071,19600,33,3,5,5,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Essay Total,1747071,19600,33,3,13,13,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Essay Writing Score - New,1747071,19600,33,3,5,5,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Evidence Based Reading and Writing - New,1747071,49344,76,5,523,507,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Math Section Score - New,2220087,49344,76,5,504,495,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,Reading Test  Score - New,2220087,49344,76,5,264,261,,,NEW SCALE
2018-19,610,Berrien County,106,Berrien Academy Performance Learning Center,WritLang Test  Score - New,2220087,49347,76,5,259,246,,,NEW SCALE
2017-18,728,Stewart County,201,Stewart County High School,Combined Test Score,2136539,65795,18,18,1052,877,877,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Essay Analysis Score - New,1747071,19600,172,41,3,3,3,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Essay Reading Score - New,1747071,19600,172,41,5,4,4,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Essay Total,1747071,19600,172,41,13,12,12,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Essay Writing Score - New,1747071,19600,172,41,5,5,5,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Evidence Based Reading and Writing - New,1747071,49344,663,153,523,478,505,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Math Section Score - New,2220087,49344,663,153,504,455,481,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,Reading Test  Score - New,2220087,49344,663,153,264,242,255,,NEW SCALE
2018-19,611,Bibb County,105,Howard High School,WritLang Test  Score - New,2220087,49347,663,153,259,236,250,,NEW SCALE
2010-11,791,Trion City,301,Trion High School,Combined,1267239,84240,53,53,1338,1366,1366,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Essay Analysis Score - New,1747071,19600,172,48,3,3,3,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Essay Reading Score - New,1747071,19600,172,48,5,4,4,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Essay Total,1747071,19600,172,48,13,12,12,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Essay Writing Score - New,1747071,19600,172,48,5,5,5,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Evidence Based Reading and Writing - New,1747071,49344,663,150,523,478,477,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Math Section Score - New,2220087,49344,663,150,504,455,455,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,Reading Test  Score - New,2220087,49344,663,150,264,242,241,,NEW SCALE
2018-19,611,Bibb County,186,Central High School,WritLang Test  Score - New,2220087,49347,663,150,259,236,236,,NEW SCALE
2011-12,791,Trion City,301,Trion High School,Combined,1284459,86367,69,69,1342,1459,1459,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Essay Analysis Score - New,1747071,19600,172,31,3,3,3,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Essay Reading Score - New,1747071,19600,172,31,5,4,4,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Essay Total,1747071,19600,172,31,13,12,11,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Essay Writing Score - New,1747071,19600,172,31,5,5,4,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Evidence Based Reading and Writing - New,1747071,49344,663,85,523,478,458,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Math Section Score - New,2220087,49344,663,85,504,455,432,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,Reading Test  Score - New,2220087,49344,663,85,264,242,234,,NEW SCALE
2018-19,611,Bibb County,198,Westside High School,WritLang Test  Score - New,2220087,49347,663,85,259,236,225,,NEW SCALE
2012-13,791,Trion City,301,Trion High School,Combined,1295267,86088,46,46,1337,1452,1452,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Essay Analysis Score - New,1747071,19600,172,25,3,3,3,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Essay Reading Score - New,1747071,19600,172,25,5,4,4,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Essay Total,1747071,19600,172,25,13,12,12,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Essay Writing Score - New,1747071,19600,172,25,5,5,5,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Evidence Based Reading and Writing - New,1747071,49344,663,116,523,478,500,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Math Section Score - New,2220087,49344,663,116,504,455,471,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,Reading Test  Score - New,2220087,49344,663,116,264,242,252,,NEW SCALE
2018-19,611,Bibb County,204,Rutland High School,WritLang Test  Score - New,2220087,49347,663,116,259,236,248,,NEW SCALE
2013-14,791,Trion City,301,Trion High School,Combined,1306039,82852,43,43,1352,1428,1428,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Essay Analysis Score - New,1747071,19600,172,16,3,3,3,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Essay Reading Score - New,1747071,19600,172,16,5,4,4,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Essay Total,1747071,19600,172,16,13,12,11,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Essay Writing Score - New,1747071,19600,172,16,5,5,4,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Evidence Based Reading and Writing - New,1747071,49344,663,80,523,478,449,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Math Section Score - New,2220087,49344,663,80,504,455,436,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,Reading Test  Score - New,2220087,49344,663,80,264,242,227,,NEW SCALE
2018-19,611,Bibb County,286,Northeast High School,WritLang Test  Score - New,2220087,49347,663,80,259,236,222,,NEW SCALE
2018-19,728,Stewart County,201,Stewart County High School,Combined Test Score,2220087,49345,19,19,1027,880,880,,
2018-19,611,Bibb County,386,Southwest High School,Essay Analysis Score - New,1747071,19600,172,11,3,3,3,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Essay Reading Score - New,1747071,19600,172,11,5,4,4,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Essay Total,1747071,19600,172,11,13,12,11,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Essay Writing Score - New,1747071,19600,172,11,5,5,4,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Evidence Based Reading and Writing - New,1747071,49344,663,79,523,478,444,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Math Section Score - New,2220087,49344,663,79,504,455,430,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,Reading Test  Score - New,2220087,49344,663,79,264,242,225,,NEW SCALE
2018-19,611,Bibb County,386,Southwest High School,WritLang Test  Score - New,2220087,49347,663,79,259,236,219,,NEW SCALE
2014-15,729,Sumter County,205,Americus Sumter 9th Grade Academy,Combined,1332096,84860,146,4,1352,1158,,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Essay Analysis Score - New,1747071,19600,11,11,3,4,4,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Essay Reading Score - New,1747071,19600,11,11,5,4,4,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Essay Total,1747071,19600,11,11,13,13,13,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Essay Writing Score - New,1747071,19600,11,11,5,5,5,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Evidence Based Reading and Writing - New,1747071,49344,57,57,523,551,551,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Math Section Score - New,2220087,49344,57,57,504,536,536,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,Reading Test  Score - New,2220087,49344,57,57,264,280,280,,NEW SCALE
2018-19,612,Bleckley County,105,Bleckley County High School,WritLang Test  Score - New,2220087,49347,57,57,259,271,271,,NEW SCALE
2014-15,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),Combined,1332096,84860,146,142,1352,1158,1157,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Essay Analysis Score - New,1747071,19600,59,59,3,3,3,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Essay Reading Score - New,1747071,19600,59,59,5,5,5,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Essay Total,1747071,19600,59,59,13,13,13,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Essay Writing Score - New,1747071,19600,59,59,5,5,5,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Evidence Based Reading and Writing - New,1747071,49344,71,71,523,544,544,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Math Section Score - New,2220087,49344,71,71,504,497,497,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,Reading Test  Score - New,2220087,49344,71,71,264,276,276,,NEW SCALE
2018-19,613,Brantley County,1050,Brantley County High School,WritLang Test  Score - New,2220087,49347,71,71,259,268,268,,NEW SCALE
2015-16,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),Combined Test Score,,28212.33333,34,34,1084,980,980,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Essay Analysis Score - New,1747071,19600,7,7,3,,,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Essay Reading Score - New,1747071,19600,7,7,5,,,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Essay Total,1747071,19600,7,7,13,,,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Essay Writing Score - New,1747071,19600,7,7,5,,,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Evidence Based Reading and Writing - New,1747071,49344,33,33,523,485,485,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Math Section Score - New,2220087,49344,33,33,504,465,465,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,Reading Test  Score - New,2220087,49344,33,33,264,245,245,,NEW SCALE
2018-19,614,Brooks County,110,Brooks County High School,WritLang Test  Score - New,2220087,49347,33,33,259,240,240,,NEW SCALE
2016-17,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),Combined Test Score,1715481,62394.33333,102.3333333,102.3333333,1053,933,933,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Essay Analysis Score - New,1747071,19600,128,116,3,3,3,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Essay Reading Score - New,1747071,19600,128,116,5,5,5,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Essay Total,1747071,19600,128,116,13,13,13,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Essay Writing Score - New,1747071,19600,128,116,5,5,5,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Evidence Based Reading and Writing - New,1747071,49344,318,291,523,542,547,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Math Section Score - New,2220087,49344,318,291,504,520,523,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,Reading Test  Score - New,2220087,49344,318,291,264,275,277,,NEW SCALE
2018-19,615,Bryan County,182,Richmond Hill High School,WritLang Test  Score - New,2220087,49347,318,291,259,267,269,,NEW SCALE
2010-11,741,Troup County,387,Troup County High School,Combined,1267239,84240,542,152,1338,1324,1324,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Essay Analysis Score - New,1747071,19600,128,12,3,3,3,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Essay Reading Score - New,1747071,19600,128,12,5,5,4,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Essay Total,1747071,19600,128,12,13,13,11,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Essay Writing Score - New,1747071,19600,128,12,5,5,4,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Evidence Based Reading and Writing - New,1747071,49344,318,27,523,542,496,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Math Section Score - New,2220087,49344,318,27,504,520,493,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,Reading Test  Score - New,2220087,49344,318,27,264,275,248,,NEW SCALE
2018-19,615,Bryan County,502,Bryan County High School,WritLang Test  Score - New,2220087,49347,318,27,259,267,248,,NEW SCALE
2011-12,741,Troup County,387,Troup County High School,Combined,1284459,86367,560,145,1342,1334,1308,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Essay Analysis Score - New,1747071,19600,64,22,3,3,3,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Essay Reading Score - New,1747071,19600,64,22,5,5,4,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Essay Total,1747071,19600,64,22,13,13,13,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Essay Writing Score - New,1747071,19600,64,22,5,5,5,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Evidence Based Reading and Writing - New,1747071,49344,168,58,523,529,537,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Math Section Score - New,2220087,49344,168,58,504,514,526,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,Reading Test  Score - New,2220087,49344,168,58,264,267,272,,NEW SCALE
2018-19,616,Bulloch County,203,Southeast Bulloch High School,WritLang Test  Score - New,2220087,49347,168,58,259,261,266,,NEW SCALE
2012-13,741,Troup County,387,Troup County High School,Combined,1295267,86088,507,161,1337,1327,1296,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Essay Analysis Score - New,1747071,19600,64,35,3,3,4,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Essay Reading Score - New,1747071,19600,64,35,5,5,5,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Essay Total,1747071,19600,64,35,13,13,13,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Essay Writing Score - New,1747071,19600,64,35,5,5,5,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Evidence Based Reading and Writing - New,1747071,49344,168,92,523,529,528,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Math Section Score - New,2220087,49344,168,92,504,514,512,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,Reading Test  Score - New,2220087,49344,168,92,264,267,267,,NEW SCALE
2018-19,616,Bulloch County,2054,Statesboro High School,WritLang Test  Score - New,2220087,49347,168,92,259,261,260,,NEW SCALE
2013-14,741,Troup County,387,Troup County High School,Combined,1306039,82852,475,136,1352,1365,1360,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Essay Analysis Score - New,1747071,19600,64,7,3,3,,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Essay Reading Score - New,1747071,19600,64,7,5,5,,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Essay Total,1747071,19600,64,7,13,13,,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Essay Writing Score - New,1747071,19600,64,7,5,5,,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Evidence Based Reading and Writing - New,1747071,49344,168,18,523,529,509,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Math Section Score - New,2220087,49344,168,18,504,514,487,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,Reading Test  Score - New,2220087,49344,168,18,264,267,254,,NEW SCALE
2018-19,616,Bulloch County,4052,Portal Middle/High School,WritLang Test  Score - New,2220087,49347,168,18,259,261,254,,NEW SCALE
2017-18,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),Combined Test Score,2136539,65795,96,96,1052,910,910,,
2018-19,617,Burke County,288,Burke County High School,Essay Analysis Score - New,1747071,19600,30,30,3,3,3,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Essay Reading Score - New,1747071,19600,30,30,5,4,4,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Essay Total,1747071,19600,30,30,13,12,12,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Essay Writing Score - New,1747071,19600,30,30,5,5,5,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Evidence Based Reading and Writing - New,1747071,49344,104,104,523,490,490,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Math Section Score - New,2220087,49344,104,104,504,479,479,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,Reading Test  Score - New,2220087,49344,104,104,264,247,247,,NEW SCALE
2018-19,617,Burke County,288,Burke County High School,WritLang Test  Score - New,2220087,49347,104,104,259,243,243,,NEW SCALE
2018-19,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),Combined Test Score,2220087,49345,95,95,1027,914,914,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Essay Analysis Score - New,1747071,19600,30,30,3,3,3,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Essay Reading Score - New,1747071,19600,30,30,5,4,4,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Essay Total,1747071,19600,30,30,13,11,11,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Essay Writing Score - New,1747071,19600,30,30,5,4,4,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Evidence Based Reading and Writing - New,1747071,49344,80,80,523,485,485,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Math Section Score - New,2220087,49344,80,80,504,465,465,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,Reading Test  Score - New,2220087,49344,80,80,264,247,247,,NEW SCALE
2018-19,618,Butts County,190,Jackson High School,WritLang Test  Score - New,2220087,49347,80,80,259,238,238,,NEW SCALE
2014-15,730,Talbot County,190,Central Elementary/High School,Combined,1332096,84860,43,43,1352,1031,1031,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Essay Analysis Score - New,1747071,19600,8,8,3,,,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Essay Reading Score - New,1747071,19600,8,8,5,,,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Essay Total,1747071,19600,8,8,13,,,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Essay Writing Score - New,1747071,19600,8,8,5,,,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Evidence Based Reading and Writing - New,1747071,49344,22,22,523,453,453,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Math Section Score - New,2220087,49344,22,22,504,435,435,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,Reading Test  Score - New,2220087,49344,22,22,264,237,237,,NEW SCALE
2018-19,619,Calhoun County,113,Calhoun County High School,WritLang Test  Score - New,2220087,49347,22,22,259,216,216,,NEW SCALE
2015-16,730,Talbot County,190,Central Elementary/High School,Combined Test Score,,28212.33333,12,12,1084,923,923,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Essay Analysis Score - New,1747071,19600,69,69,3,3,3,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Essay Reading Score - New,1747071,19600,69,69,5,5,5,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Essay Total,1747071,19600,69,69,13,13,13,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Essay Writing Score - New,1747071,19600,69,69,5,5,5,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Evidence Based Reading and Writing - New,1747071,49344,201,201,523,530,530,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Math Section Score - New,2220087,49344,201,201,504,517,517,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,Reading Test  Score - New,2220087,49344,201,201,264,267,267,,NEW SCALE
2018-19,620,Camden County,295,Camden County High School,WritLang Test  Score - New,2220087,49347,201,201,259,263,263,,NEW SCALE
2016-17,730,Talbot County,190,Central Elementary/High School,Combined Test Score,1715481,62394.33333,27,27,1053,927,927,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Essay Analysis Score - New,1747071,19600,17,17,3,3,3,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Essay Reading Score - New,1747071,19600,17,17,5,4,4,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Essay Total,1747071,19600,17,17,13,12,12,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Essay Writing Score - New,1747071,19600,17,17,5,5,5,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Evidence Based Reading and Writing - New,1747071,49344,55,55,523,504,504,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Math Section Score - New,2220087,49344,55,55,504,494,494,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,Reading Test  Score - New,2220087,49344,55,55,264,258,258,,NEW SCALE
2018-19,621,Candler County,101,Metter High School,WritLang Test  Score - New,2220087,49347,55,55,259,246,246,,NEW SCALE
2010-11,644,DeKalb County,1070,Tucker High School,Combined,1267239,84240,5662,394,1338,1248,1229,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Essay Analysis Score - New,1747071,19600,125,21,3,3,4,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Essay Reading Score - New,1747071,19600,125,21,5,5,5,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Essay Total,1747071,19600,125,21,13,13,14,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Essay Writing Score - New,1747071,19600,125,21,5,5,5,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Evidence Based Reading and Writing - New,1747071,49344,332,41,523,526,531,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Math Section Score - New,2220087,49344,332,41,504,496,497,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,Reading Test  Score - New,2220087,49344,332,41,264,265,264,,NEW SCALE
2018-19,622,Carroll County,189,Temple High School,WritLang Test  Score - New,2220087,49347,332,41,259,260,266,,NEW SCALE
2011-12,644,DeKalb County,1070,Tucker High School,Combined,1284459,86367,5657,399,1342,1253,1251,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Essay Analysis Score - New,1747071,19600,125,7,3,3,,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Essay Reading Score - New,1747071,19600,125,7,5,5,,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Essay Total,1747071,19600,125,7,13,13,,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Essay Writing Score - New,1747071,19600,125,7,5,5,,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Evidence Based Reading and Writing - New,1747071,49344,332,33,523,526,498,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Math Section Score - New,2220087,49344,332,33,504,496,467,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,Reading Test  Score - New,2220087,49344,332,33,264,265,253,,NEW SCALE
2018-19,622,Carroll County,212,Mt. Zion High School,WritLang Test  Score - New,2220087,49347,332,33,259,260,245,,NEW SCALE
2012-13,644,DeKalb County,1070,Tucker High School,Combined,1295267,86088,8419,506,1337,1166,1188,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Essay Analysis Score - New,1747071,19600,125,39,3,3,3,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Essay Reading Score - New,1747071,19600,125,39,5,5,5,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Essay Total,1747071,19600,125,39,13,13,14,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Essay Writing Score - New,1747071,19600,125,39,5,5,5,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Evidence Based Reading and Writing - New,1747071,49344,332,101,523,526,541,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Math Section Score - New,2220087,49344,332,101,504,496,506,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,Reading Test  Score - New,2220087,49344,332,101,264,265,275,,NEW SCALE
2018-19,622,Carroll County,2052,Central High School,WritLang Test  Score - New,2220087,49347,332,101,259,260,266,,NEW SCALE
2013-14,644,DeKalb County,1070,Tucker High School,Combined,1306039,82852,4797,375,1352,1256,1214,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Essay Analysis Score - New,1747071,19600,125,3,3,3,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Essay Reading Score - New,1747071,19600,125,3,5,5,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Essay Total,1747071,19600,125,3,13,13,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Essay Writing Score - New,1747071,19600,125,3,5,5,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Evidence Based Reading and Writing - New,1747071,49344,332,9,523,526,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Math Section Score - New,2220087,49344,332,9,504,496,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,Reading Test  Score - New,2220087,49344,332,9,264,265,,,NEW SCALE
2018-19,622,Carroll County,3050,Bowdon High School,WritLang Test  Score - New,2220087,49347,332,9,259,260,,,NEW SCALE
2017-18,730,Talbot County,190,Central Elementary/High School,Combined Test Score,2136539,65795,28,28,1052,897,897,,
2018-19,622,Carroll County,5054,Villa Rica High School,Essay Analysis Score - New,1747071,19600,125,55,3,3,3,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Essay Reading Score - New,1747071,19600,125,55,5,5,5,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Essay Total,1747071,19600,125,55,13,13,13,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Essay Writing Score - New,1747071,19600,125,55,5,5,5,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Evidence Based Reading and Writing - New,1747071,49344,332,148,523,526,517,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Math Section Score - New,2220087,49344,332,148,504,496,493,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,Reading Test  Score - New,2220087,49344,332,148,264,265,261,,NEW SCALE
2018-19,622,Carroll County,5054,Villa Rica High School,WritLang Test  Score - New,2220087,49347,332,148,259,260,256,,NEW SCALE
2018-19,730,Talbot County,190,Central Elementary/High School,Combined Test Score,2220087,49345,10,10,1027,897,897,,NEW SCALE
2018-19,623,Catoosa County,109,Heritage High School,Essay Analysis Score - New,1747071,19600,11,7,3,4,,,NEW SCALE
2018-19,623,Catoosa County,109,Heritage High School,Essay Reading Score - New,1747071,19600,11,7,5,4,,,NEW SCALE
2018-19,623,Catoosa County,109,Heritage High School,Essay Total,1747071,19600,11,7,13,13,,,NEW SCALE
2018-19,623,Catoosa County,109,Heritage High School,Essay Writing Score - New,1747071,19600,11,7,5,5,,,NEW SCALE
2018-19,623,Catoosa County,109,Heritage High School,Evidence Based Reading and Writing - New,1747071,49344,38,25,523,574,582,,NEW SCALE
